,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
339,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,inf
340,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,12,2000,0,0,AMD Radeon,Windows 10,2.2,inf
341,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.1,inf
342,Lenovo,2 in 1 Convertible,13.9,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,1.4,inf
343,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,inf
344,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,2000,256,0,Nvidia GeForce GTX,Windows 10,2.4,inf
345,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.44,inf
346,Dell,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.9,16,0,768,0,Intel UHD Graphics,Windows 10,1.88,inf
347,Asus,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,inf
348,Dell,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,AMD Radeon,Windows 10,1.9,inf
349,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,inf
350,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,inf
351,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,inf
352,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,2.6,inf
353,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,16,0,512,0,Nvidia GeForce M,Windows 10,2.4,inf
354,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,2000,128,0,AMD Radeon,Windows 10,2.02,inf
355,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,No OS,2.2,inf
356,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.65,inf
357,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,8,2000,0,0,Intel HD Graphics,Windows 10,2.36,inf
358,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
359,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.86,inf
360,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
361,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,6,1000,128,0,Nvidia GeForce GTX,Windows 10,2.8,inf
362,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,1.86,inf
363,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Nvidia GeForce MX,No OS,2.2,inf
364,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,8,2000,0,0,Intel HD Graphics,Windows 10,2.04,inf
365,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Windows 10,2.8,inf
366,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,No OS,2.4,inf
367,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Windows 10,2.33,inf
368,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
369,Asus,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,12,2000,512,0,Nvidia GeForce GTX,Windows 10,2.26,inf
370,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,4,0,128,0,AMD Radeon,Windows 10,2.1,inf
371,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD Processor,3.0,16,1000,256,0,AMD Radeon,Windows 10,3.25,inf
372,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.2,4,0,128,0,AMD Radeon,Windows 10,2.6,inf
373,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.62,inf
374,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,0,256,0,AMD Radeon,Windows 10,1.91,inf
375,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Processor,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.59,inf
376,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,1.8,inf
377,Asus,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,inf
378,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,inf
379,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.35,inf
380,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,No OS,1.85,inf
381,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,inf
382,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.5,inf
383,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.1,inf
384,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.13,inf
385,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.5,inf
386,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,AMD FirePro,Windows 10,2.23,inf
387,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia Quadro,Windows 10,2.0,inf
388,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.42,inf
389,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,3.0,inf
390,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.0,inf
391,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,1,0,Intel Core i5,1.6,12,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
392,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.7,inf
393,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Linux,2.33,inf
394,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,0,256,0,AMD Radeon,Windows 10,1.91,inf
395,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,2.1,inf
396,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.9,inf
397,Dell,Workstation,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,1.78,inf
398,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.13,inf
399,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
400,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,inf
401,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,256,0,AMD Radeon,Windows 10,2.1,inf
402,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Linux,2.5,inf
403,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.8,inf
404,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.1,inf
405,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.2,inf
406,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,512,0,Intel HD Graphics,Windows 10,1.36,inf
407,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
408,Lenovo,Notebook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,2,0,0,32,Intel HD Graphics,Windows 10,1.15,inf
409,Lenovo,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,512,0,Nvidia Quadro,Windows 10,2.67,inf
410,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.8,8,0,512,0,Nvidia GeForce GTX,Windows 10,1.7,inf
411,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.1,inf
412,Acer,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
413,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.27,inf
414,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,AMD Radeon,Linux,2.3,inf
415,Dell,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.65,inf
416,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.43,inf
417,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.14,inf
418,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,1.75,inf
419,Lenovo,2 in 1 Convertible,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.0,inf
420,Chuwi,Notebook,12.3,2736x1824,2736,1824,0,0,1,1,0,Intel Processor,1.1,6,0,0,64,Intel HD Graphics,Windows 10,1.4,inf
421,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,8,0,256,0,Intel HD Graphics,Windows 10,2.31,inf
422,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,8,1000,0,0,Nvidia GeForce MX,Linux,2.3,inf
423,Dell,Gaming,17.3,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.9,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,inf
424,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.62,inf
425,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,2000,256,0,AMD Radeon,Windows 10,2.02,inf
426,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Linux,1.6,inf
427,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,12,1000,256,0,Nvidia GeForce GTX,Windows 10,3.35,inf
428,Mediacom,2 in 1 Convertible,11.6,1920x1080,1920,1080,1,0,0,1,1,Intel Celeron Dual,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.16,inf
429,Samsung,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.15,inf
430,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.4,inf
431,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.7,4,0,128,0,Intel HD Graphics,Windows 10,1.7,inf
432,Lenovo,Workstation,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce MX,Windows 10,2.3,inf
433,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,0,512,0,Nvidia Quadro,Windows 10,2.5,inf
434,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,AMD Processor,3.2,8,1000,256,0,AMD Radeon,Windows 10,3.2,inf
435,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
436,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i7,1.3,16,0,512,0,Intel HD Graphics,Chrome OS,1.1,inf
437,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,0,0,Intel Core i7,2.7,24,0,512,0,Intel HD Graphics,Windows 10,1.32,inf
438,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Linux,2.0,inf
439,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.8,inf
440,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,0,256,0,AMD Radeon,Windows 10,2.2,inf
441,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
442,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,0,128,0,Intel HD Graphics,Windows 10,2.2,inf
443,HP,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
444,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,inf
445,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Linux,2.4,inf
446,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,3.0,8,1000,0,64,Nvidia Quadro,Windows 10,2.23,inf
447,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,inf
448,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel Iris,Windows 10 S,1.25,inf
449,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.91,inf
450,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,256,0,Nvidia Quadro,Windows 10,2.17,inf
451,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.9,8,0,512,0,Intel HD Graphics,Windows 10,2.31,inf
452,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.65,inf
453,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Windows 10,2.36,inf
454,Dell,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,1.47,inf
455,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,4.42,inf
456,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core M,2.2,4,0,128,0,Intel HD Graphics,Windows 10 S,1.252,inf
457,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel Iris,Windows 10 S,1.25,inf
458,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.5,inf
459,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.23,inf
460,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,inf
461,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.37,inf
462,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,AMD Radeon,No OS,1.5,inf
463,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,8,0,256,0,Nvidia Quadro,Windows 10,2.67,inf
464,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.0,inf
465,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Nvidia GeForce GTX,Windows 10,2.2,inf
466,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,2000,0,0,AMD Radeon,Windows 10,2.02,inf
467,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,3.78,inf
468,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,12,0,256,0,Intel HD Graphics,Windows 10,1.4,inf
469,HP,2 in 1 Convertible,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.29,inf
470,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,500,0,0,AMD FirePro,Windows 10,1.9,inf
471,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,128,0,Intel HD Graphics,Chrome OS,1.1,inf
472,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.42,inf
473,Asus,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.6,12,1000,128,0,Intel HD Graphics,Windows 10,2.06,inf
474,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,8,0,128,0,Intel HD Graphics,Windows 10,1.79,inf
475,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,1.78,inf
476,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,180,0,Intel HD Graphics,Windows 10,1.7,inf
477,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,inf
478,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,inf
479,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Nvidia GeForce MX,Windows 10,2.16,inf
480,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,inf
481,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,128,0,Intel UHD Graphics,Windows 10,1.49,inf
482,Chuwi,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,1.89,inf
483,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.3,inf
484,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.75,inf
485,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 10,2.17,inf
486,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,inf
487,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.36,inf
488,Asus,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,0.91,inf
489,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.3,inf
490,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,32,0,512,0,Intel HD Graphics,Windows 10,1.05,inf
491,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,1.99,inf
492,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.2,inf
493,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,24,1000,256,0,Nvidia GeForce GTX,Windows 10,4.33,inf
494,Lenovo,Ultrabook,12.5,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 10,1.3,inf
495,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,2.17,inf
496,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,1000,0,Intel HD Graphics,Windows 10,1.48,inf
497,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.4,inf
498,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
499,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,64,Intel HD Graphics,Windows 10 S,1.2,inf
500,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,1.91,inf
501,Lenovo,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.4,inf
502,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
503,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,16,0,Intel HD Graphics,Chrome OS,1.25,inf
504,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,inf
505,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,256,0,Intel HD Graphics,Windows 10,2.0,inf
506,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
507,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.34,inf
